%TIMESTAMP,Latitude ,Longitude ,Q,Delta_18O,Delta_18O_std,Delta_D,Delta_D_std,Ta,RH,P,Pricipitation,Rn,U,WD
201403081600,-57.2,150.35,8268,-9999,-9999,-9999,-9999,5.8,0.95,100.07,-9999,-9999,17.23859913,137.8019194
201403081700,-57.083,150.433,8672,-9999,-9999,-9999,-9999,6.5,0.93,100.08,-9999,-9999,16.96350494,134.93233
201403081800,-56.967,150.5,8874,-9999,-9999,-9999,-9999,6.6,0.93,100.14,-9999,-9999,15.36543198,134.9776137
201403081900,-56.867,150.5,9232,-9999,-9999,-9999,-9999,7,0.94,100.06,-9999,-9999,15.90240862,143.5450771
201403082000,-56.733,150.5,9649,-9999,-9999,-9999,-9999,7.5,0.94,100.07,-9999,-9999,15.9668469,147.7973782
201403082100,-56.617,150.517,9877,-9999,-9999,-9999,-9999,7.9,0.95,100.11,-9999,-9999,16.53593662,148.9099045
201403082200,-56.5,150.55,10051,-9999,-9999,-9999,-9999,8.1,0.95,100.11,-9999,-9999,17.26207693,144.8871709
201403082300,-56.383,150.583,10349,-9999,-9999,-9999,-9999,8.4,0.96,100.12,-9999,-9999,17.2321792,149.0634486
201403090000,-56.267,150.6,10520,-9999,-9999,-9999,-9999,8.9,0.94,100.01,-9999,-9999,18.56038793,146.5197368
201403090100,-56.15,150.633,10606,-9999,-9999,-9999,-9999,9,0.95,99.99,-9999,-9999,20.15172697,144.7210897
201403090200,-56.033,150.717,10706,-9999,-9999,-9999,-9999,9,0.95,100,-9999,-9999,18.06110739,146.1558705
201403090300,-55.983,150.7,-9999,-9999,-9999,-9999,-9999,9.1,0.95,99.86,-9999,-9999,19.60441787,143.5084296
201403090400,-55.9,150.708,-9999,-9999,-9999,-9999,-9999,9.3,0.94,99.97,-9999,-9999,18.65030831,141.229209
201403090500,-55.817,150.783,-9999,-9999,-9999,-9999,-9999,9.2,0.94,99.95,-9999,-9999,16.90155318,136.8501006
201403090600,-55.767,150.85,-9999,-9999,-9999,-9999,-9999,9.3,0.94,99.98,-9999,-9999,15.55241782,126.4536424
201403090700,-55.683,150.933,-9999,-9999,-9999,-9999,-9999,9.3,0.94,100.06,-9999,-9999,14.62414442,118.6014503
201403090800,-55.592,151.033,-9999,-9999,-9999,-9999,-9999,9.1,0.94,100.15,-9999,-9999,12.33691209,100.5113547
201403090900,-55.5,151.117,-9999,-9999,-9999,-9999,-9999,8.5,0.93,100.27,-9999,-9999,10.79896754,87.66744346
201403091000,-55.408,151.183,-9999,-9999,-9999,-9999,-9999,8,0.91,100.33,-9999,-9999,8.830203848,90.39198569
201403091100,-55.317,151.25,-9999,-9999,-9999,-9999,-9999,7.9,0.89,100.41,-9999,-9999,8.169798039,92.80910743
201403091200,-55.233,151.25,-9999,-9999,-9999,-9999,-9999,7.6,0.88,100.46,-9999,-9999,7.356969485,99.78534996
201403091300,-55.133,151.217,-9999,-9999,-9999,-9999,-9999,7.7,0.86,100.51,-9999,-9999,6.6423264,111.7406337
201403091400,-55.017,151.167,-9999,-9999,-9999,-9999,-9999,7.7,0.87,100.47,-9999,-9999,5.06755365,147.0041674
201403091500,-54.85,151.133,-9999,-9999,-9999,-9999,-9999,7,0.92,100.43,-9999,-9999,3.898012314,170.1077288
201403091600,-54.683,151.092,-9999,-9999,-9999,-9999,-9999,7,0.93,100.4,-9999,-9999,6.32455532,161.5698163
201403091700,-54.517,151.067,-9999,-9999,-9999,-9999,-9999,7.9,0.95,100.37,-9999,-9999,8.051192458,150.5420189
201403091800,-54.367,151.05,-9999,-9999,-9999,-9999,-9999,8.1,0.95,100.32,-9999,-9999,7.873360147,159.4060697
201403091900,-54.233,151.033,-9999,-9999,-9999,-9999,-9999,8.6,0.9,100.25,-9999,-9999,9.385419543,164.8728913
201403092000,-54.083,151.033,-9999,-9999,-9999,-9999,-9999,9,0.97,100.21,-9999,-9999,10.8959855,160.4888602
201403092100,-53.933,151.017,-9999,-9999,-9999,-9999,-9999,9.6,0.97,100.12,-9999,-9999,12.90979473,167.8419985
201403092200,-53.783,150.983,-9999,-9999,-9999,-9999,-9999,10,0.96,100.07,-9999,-9999,9.924943325,170.2010338
201403092300,-53.817,151.017,-9999,-9999,-9999,-9999,-9999,9.8,0.89,100.02,-9999,-9999,12.28567051,166.7830916
201403100000,-53.65,151,-9999,-9999,-9999,-9999,-9999,9.9,0.96,99.71,-9999,-9999,14.41713217,168.1572371
201403100100,-53.467,151.017,-9999,-9999,-9999,-9999,-9999,10.5,0.96,99.67,-9999,-9999,15.78931601,154.4944075
201403100200,-53.3,151.017,-9999,-9999,-9999,-9999,-9999,10.9,0.95,99.64,-9999,-9999,16.56380693,149.9720785
201403100300,-53.117,151,-9999,-9999,-9999,-9999,-9999,10.6,0.96,99.83,-9999,-9999,16.74231167,149.5336598
201403100400,-52.95,151.05,-9999,-9999,-9999,-9999,-9999,10.8,0.95,99.82,-9999,-9999,15.89551509,145.8243667
201403100500,-52.783,151.05,-9999,-9999,-9999,-9999,-9999,11,0.94,99.74,-9999,-9999,16.26600443,143.1765941
201403100600,-52.6,151.017,-9999,-9999,-9999,-9999,-9999,11.2,0.96,99.79,-9999,-9999,17.72348724,139.7184054
201403100700,-52.433,151.05,-9999,-9999,-9999,-9999,-9999,11.9,0.95,99.88,-9999,-9999,18.00727908,128.2610861
201403100800,-52.242,151.167,-9999,-9999,-9999,-9999,-9999,11.9,0.94,100.01,-9999,-9999,15.07411357,98.20287803
201403100900,-52.05,151.2,-9999,-9999,-9999,-9999,-9999,11.5,0.86,100.21,-9999,-9999,14.96570079,94.94766654
201403101000,-51.867,151.217,-9999,-9999,-9999,-9999,-9999,11.6,0.84,100.41,-9999,-9999,14.64101772,96.39489387
201403101100,-51.683,151.217,-9999,-9999,-9999,-9999,-9999,11.7,0.84,100.53,-9999,-9999,13.87056235,107.0664058
201403101200,-51.5,151.2,-9999,-9999,-9999,-9999,-9999,11.9,0.83,100.7,-9999,-9999,14.52631405,96.60438516
201403101300,-51.317,151.183,-9999,-9999,-9999,-9999,-9999,11.9,0.81,100.87,-9999,-9999,13.63671515,94.20813544
201403101400,-51.133,151.15,-9999,-9999,-9999,-9999,-9999,11.3,0.82,100.97,-9999,-9999,12.84545834,87.19139679
201403101500,-50.95,151.133,-9999,-9999,-9999,-9999,-9999,11,0.8,101.08,-9999,-9999,11.17527628,79.27559975
201403101600,-50.783,151.083,-9999,-9999,-9999,-9999,-9999,11,0.8,101.21,-9999,-9999,9.714329622,88.29190999
201403101700,-50.617,151.05,-9999,-9999,-9999,-9999,-9999,10.6,0.8,101.29,-9999,-9999,8.083984166,101.5631262
201403101800,-50.45,151.033,-9999,-9999,-9999,-9999,-9999,10.3,0.83,101.33,-9999,-9999,6.971807513,121.5734003
201403101900,-50.292,151.017,-9999,-9999,-9999,-9999,-9999,10.2,0.86,101.37,-9999,-9999,7.134423593,137.5034749
201403102000,-50.117,151,-9999,-9999,-9999,-9999,-9999,10.5,0.85,101.41,-9999,-9999,7.143703521,141.8829958
201403102100,-49.95,150.983,-9999,-9999,-9999,-9999,-9999,11.1,0.79,101.52,-9999,-9999,7.648751532,155.6846266
201403102200,-49.8,150.983,-9999,-9999,-9999,-9999,-9999,5.5,0.96,101.51,-9999,-9999,5.883825286,173.8585019
201403102300,-49.817,151,-9999,-9999,-9999,-9999,-9999,11.6,0.8,101.46,-9999,-9999,9.705756024,171.9501054
201403110000,-49.642,151,-9999,-9999,-9999,-9999,-9999,11.8,0.81,101.41,-9999,-9999,11.26675197,178.0215536
201403110100,-49.442,151.017,-9999,-9999,-9999,-9999,-9999,11.9,0.85,101.32,-9999,-9999,11.59617178,174.3633789
201403110200,-49.233,151.033,-9999,-9999,-9999,-9999,-9999,12.1,0.85,101.22,-9999,-9999,10.390077,370.390077
201403110300,-49.008,151.033,11666,-12.05,-9999,-90.2,-9999,12,0.87,101.12,-9999,-9999,11.30172111,371.3017211
201403110400,-48.783,151.05,11988,-11.88,-9999,-89.2,-9999,12.2,0.87,100.92,-9999,-9999,10.84216307,370.8421631
201403110500,-48.567,151.05,11799,-12.08,-9999,-91.6,-9999,12.4,0.88,100.82,-9999,-9999,11.92129607,371.9212961
201403110600,-48.35,151.067,12761,-11.6,-9999,-90.3,-9999,13.2,0.9,100.69,-9999,-9999,11.73497763,371.7349776
201403110700,-48.133,151.083,13174,-11.44,-9999,-89.3,-9999,13.4,0.92,100.49,-9999,-9999,10.62800075,370.6280008
201403110800,-47.908,151.1,13767,-11,-9999,-88.2,-9999,13.3,0.95,100.37,-9999,-9999,12.14014827,372.1401483
201403110900,-47.683,151.117,14495,-10.48,-9999,-86.6,-9999,14,0.96,100.25,-9999,-9999,13.73091767,157.1183534
201403111000,-47.467,151.133,14550,-10.52,-9999,-86.9,-9999,14.4,0.95,100.27,-9999,-9999,14.22041139,140.7402579
201403111100,-47.25,151.133,14493,-10.4,-9999,-86,-9999,14.1,0.96,100.3,-9999,-9999,13.37814636,130.4564912
201403111200,-47.025,151.142,14279,-10.4,-9999,-84.5,-9999,14,0.95,100.36,-9999,-9999,11.28434757,117.3859956
201403111300,-46.8,151.167,14193,-10.58,-9999,-84.5,-9999,13.9,0.93,100.37,-9999,-9999,10.64301649,124.5149679
201403111400,-46.583,151.167,14544,-10.5,-9999,-83.3,-9999,14.2,0.93,100.37,-9999,-9999,10.69509233,125.1054297
201403111500,-46.367,151.183,14311,-10.6,-9999,-82.7,-9999,14.8,0.89,100.34,-9999,-9999,9.643241156,88.51705717
201403111600,-46.133,151.183,13563,-11.04,-9999,-78.2,-9999,15,0.82,100.36,-9999,-9999,8.488774941,75.81866094
201403111700,-45.933,151.2,11519,-12.36,-9999,-84.5,-9999,15.2,0.77,100.31,-9999,-9999,9.433520022,71.01014737
201403111800,-45.733,151.2,11109,-12.68,-9999,-88.1,-9999,15.5,0.7,100.36,-9999,-9999,10.26189554,71.12574172
201403111900,-45.5,151.217,11759,-12.4,-9999,-86,-9999,13.6,0.78,100.46,-9999,-9999,10.81943621,56.38503267
201403112000,-45.275,151.233,12194,-12.65,-9999,-87.5,-9999,12.9,0.81,100.63,-9999,-9999,11.06345335,49.40016229
201403112100,-45.067,151.233,11177,-13.7,-9999,-91.4,-9999,14.3,0.69,100.65,-9999,-9999,10.17086525,55.78035296
201403112200,-44.867,151.25,10196,-13.68,-9999,-94.7,-9999,15.3,0.65,100.75,-9999,-9999,10.72067162,45.75718664
201403112300,-44.667,151.267,10135,-13.86,-9999,-95.6,-9999,16,0.64,100.83,-9999,-9999,9.598385281,47.61929967
201403120000,-44.467,151.3,10552,-14.1,-9999,-95.3,-9999,16.3,0.6,101.1,-9999,-9999,8.928000896,53.10599844
201403120100,-44.267,151.283,10982,-14.34,-9999,-93.8,-9999,15.3,0.67,101.07,-9999,-9999,6.325164029,57.59303347
201403120200,-44.067,151.283,10817,-9999,-9999,-9999,-9999,15.7,0.68,101.13,-9999,-9999,9.263368718,45.43870397
201403120300,-43.875,151.3,9265,-14.6,-9999,-96.2,-9999,16.4,0.62,101.22,-9999,-9999,11.08643315,52.62517415
201403120400,-43.683,151.317,9934,-14.62,-9999,-94.2,-9999,16.8,0.56,101.25,-9999,-9999,10.63937028,54.95224737
201403120500,-43.483,151.317,10543,-13.92,-9999,-91.2,-9999,15.5,0.69,101.32,-9999,-9999,8.975394142,59.83722867
201403120600,-43.275,151.333,11184,-13.74,-9999,-89,-9999,15.3,0.71,101.38,-9999,-9999,9.471948057,55.75793069
201403120700,-43.075,151.35,10111,-14.12,-9999,-94.5,-9999,16.3,0.64,101.47,-9999,-9999,9.575265009,58.45302275
201403120800,-42.9,151.367,9422,-14.6,-9999,-96.8,-9999,17,0.56,101.54,-9999,-9999,8.033928055,51.87634799
201403120900,-42.725,151.367,9756,-14.44,-9999,-94.5,-9999,16.9,0.57,101.55,-9999,-9999,5.311544032,75.83518105
201403121000,-42.55,151.383,9597,-14.56,-9999,-97.2,-9999,16.5,0.58,101.67,-9999,-9999,2.572333571,112.8802009
201403121100,-42.375,151.4,9630,-14.97,-9999,-97.8,-9999,17,0.55,101.7,-9999,-9999,3.769575573,150.7874488
201403121200,-42.217,151.4,9689,-15.38,-9999,-99.4,-9999,17.6,0.5,101.7,-9999,-9999,6.121192694,150.5498085
201403121300,-42.05,151.4,10067,-15.36,-9999,-98.9,-9999,18,0.52,101.7,-9999,-9999,6.985162847,148.8858955
201403121400,-41.883,151.4,10390,-15.26,-9999,-97.7,-9999,18.6,0.55,101.71,-9999,-9999,8.090994994,154.2945968
201403121500,-41.7,151.417,10501,-15.28,-9999,-96.5,-9999,18.7,0.53,101.64,-9999,-9999,8.69416471,162.4659932
201403121600,-41.533,151.417,10904,-15.18,-9999,-94.5,-9999,18.8,0.55,101.6,-9999,-9999,8.789817973,160.3947541
201403121700,-41.35,151.433,11193,-15.08,-9999,-93.9,-9999,19.1,0.55,101.6,-9999,-9999,8.324764261,152.146575
201403121800,-41.167,151.433,11733,-14.88,-9999,-92.4,-9999,19.1,0.58,101.59,-9999,-9999,7.368174808,134.6740574
201403121900,-41,151.45,12131,-14.44,-9999,-88.9,-9999,19.2,0.64,101.65,-9999,-9999,8.108273552,144.491227
201403122000,-40.833,151.45,11135,-14.64,-9999,-91.5,-9999,19.3,0.53,101.74,-9999,-9999,7.38301429,149.0273295
201403122100,-40.683,151.45,12537,-14.7,-9999,-90.9,-9999,19.5,0.58,101.75,-9999,-9999,6.812121549,144.5643601
201403122200,-40.6,151.467,13505,-14.08,-9999,-88.3,-9999,19.2,0.66,101.78,-9999,-9999,7.216488066,118.2020721
201403122300,-40.5,151.467,-9999,-9999,-9999,-9999,-9999,19.1,0.65,101.86,-9999,-9999,8.152453618,125.4678488
201403130000,-40.367,151.467,12281,-14.38,-9999,-87.5,-9999,19.9,0.6,101.93,-9999,-9999,8.261961026,128.122055
201403130100,-40.2,151.483,12032,-14.46,-9999,-88.7,-9999,20.2,0.56,101.98,-9999,-9999,7.362126052,129.8791529
201403130200,-40.033,151.483,12142,-9999,-9999,-9999,-9999,20.4,0.55,101.96,-9999,-9999,6.39219837,138.8097366
201403130300,-39.933,151.483,-9999,-9999,-9999,-9999,-9999,20.4,0.57,102.01,-9999,-9999,5.7153915,153.3946405
201403130400,-39.792,151.483,13171,-14.32,-9999,-87.5,-9999,20,0.59,101.95,-9999,-9999,5.316812955,169.0543361
201403130500,-39.633,151.5,13412,-14.18,-9999,-86.9,-9999,19.9,0.64,101.87,-9999,-9999,4.930040568,179.772866
201403130600,-39.483,151.5,13028,-14.46,-9999,-88.5,-9999,19.9,0.62,101.88,-9999,-9999,3.551295538,363.5512955
201403130700,-39.325,151.5,13343,-14.42,-9999,-88.2,-9999,19.8,0.62,101.88,-9999,-9999,3.629490322,363.6294903
201403130800,-39.167,151.5,14772,-14.1,-9999,-85.8,-9999,19.7,0.65,101.93,-9999,-9999,4.594137569,364.5941376
201403130900,-39.017,151.5,15653,-13.4,-9999,-84.1,-9999,19.9,0.7,101.96,-9999,-9999,5.212839917,365.2128399
201403131000,-38.867,151.5,16624,-12.7,-9999,-83,-9999,20.2,0.73,102,-9999,-9999,5.728778229,365.7287782
201403131100,-38.717,151.5,17808,-11.82,-9999,-81.1,-9999,20.4,0.76,102,-9999,-9999,5.228164114,365.2281641
201403131200,-38.567,151.5,18817,-11.04,-9999,-79.7,-9999,20.8,0.78,101.98,-9999,-9999,5.242184659,365.2421847
201403131300,-38.417,151.5,19251,-10.68,-9999,-78.4,-9999,20.9,0.81,101.94,-9999,-9999,7.002013996,367.002014
201411300200,-32.05,115.733,-9999,-9999,-9999,-9999,-9999,19.6,0.68,100.9,-9999,-9999,6.417702081,47.08510098
201411300300,-31.933,115.633,-9999,-9999,-9999,-9999,-9999,22.7,0.57,100.86,-9999,-9999,5.30589295,39.57169405
201411300400,-31.883,115.4,-9999,-9999,-9999,-9999,-9999,20.5,0.68,100.8,-9999,-9999,6.082318637,22.72922831
201411300500,-31.95,115.175,-9999,-9999,-9999,-9999,-9999,20,0.69,100.79,-9999,-9999,7.551138987,31.18589441
201411300600,-32.133,115.067,-9999,-9999,-9999,-9999,-9999,19.6,0.71,100.78,-9999,-9999,8.761786348,34.16263462
201411300700,-32.317,114.95,-9999,-9999,-9999,-9999,-9999,19.2,0.69,100.75,-9999,-9999,9.015287017,31.94569494
201411300800,-32.508,114.833,-9999,-9999,-9999,-9999,-9999,19.2,0.68,100.72,-9999,-9999,9.345426689,39.70469463
201411300900,-32.7,114.717,-9999,-9999,-9999,-9999,-9999,18.6,0.67,100.67,-9999,-9999,10.09286877,42.51170086
201411301000,-32.892,114.6,-9999,-9999,-9999,-9999,-9999,18.4,0.64,100.66,-9999,-9999,10.71209597,48.55889282
201411301100,-33.083,114.475,-9999,-9999,-9999,-9999,-9999,18.2,0.67,100.75,-9999,-9999,9.654827808,43.61638344
201411301200,-33.275,114.35,-9999,-9999,-9999,-9999,-9999,18,0.65,100.68,-9999,-9999,6.904375424,37.46850364
201411301300,-33.467,114.233,-9999,-9999,-9999,-9999,-9999,17.6,0.71,100.74,-9999,-9999,7.050709184,41.26358743
201411301400,-33.65,114.125,-9999,-9999,-9999,-9999,-9999,17.4,0.71,100.76,-9999,-9999,5.764902428,52.1178366
201411301500,-33.833,114.017,-9999,-9999,-9999,-9999,-9999,17.3,0.71,100.73,-9999,-9999,6.134313328,65.23330681
201411301600,-34.017,113.9,-9999,-9999,-9999,-9999,-9999,17.3,0.74,100.64,-9999,-9999,6.232054236,73.98101467
201411301700,-34.2,113.783,-9999,-9999,-9999,-9999,-9999,17.5,0.73,100.62,-9999,-9999,6.434858196,92.22927275
201411301800,-34.392,113.667,-9999,-9999,-9999,-9999,-9999,17.7,0.75,100.57,-9999,-9999,7.767110145,98.59203419
201411301900,-34.583,113.533,-9999,-9999,-9999,-9999,-9999,17.7,0.8,100.53,-9999,-9999,10.18662358,98.30004409
201411302000,-34.767,113.417,-9999,-9999,-9999,-9999,-9999,17.6,0.83,100.47,-9999,-9999,12.24219752,62.41114341
201411302100,-34.95,113.308,-9999,-9999,-9999,-9999,-9999,16.2,0.88,100.5,-9999,-9999,12.02085272,31.49601927
201411302200,-35.117,113.2,-9999,-9999,-9999,-9999,-9999,16.3,0.84,100.55,-9999,-9999,12.40958098,15.47019522
201411302300,-35.3,113.083,-9999,-9999,-9999,-9999,-9999,15.7,0.79,100.72,-9999,-9999,13.13280244,7.17393041
201412010000,-35.483,112.95,-9999,-9999,-9999,-9999,-9999,14.8,0.81,100.87,-9999,-9999,14.12012748,374.1201275
201412010100,-35.683,112.833,-9999,-9999,-9999,-9999,-9999,14.7,0.79,100.86,-9999,-9999,14.36003134,374.3600313
201412010200,-35.867,112.717,10230,-13.75,-9999,-92.8,-9999,13.8,0.72,101,-9999,-9999,13.65001465,373.6500147
201412010300,-36.05,112.6,9389,-13.94,-9999,-93,-9999,14.1,0.65,101.02,-9999,-9999,12.90282527,1.199074285
201412010400,-36.217,112.483,7927,-14.3,-9999,-96.6,-9999,14.3,0.61,101.06,-9999,-9999,11.23090379,6.441790084
201412010500,-36.4,112.367,7646,-14.45,-9999,-98.1,-9999,14.3,0.53,101.15,-9999,-9999,10.94077237,370.9407724
201412010600,-36.583,112.25,9027,-14.2,-9999,-93.1,-9999,13.2,0.6,101.18,-9999,-9999,10.25745582,370.2574558
201412010700,-36.767,112.133,8913,-14.18,-9999,-93.2,-9999,12.9,0.64,101.29,-9999,-9999,10.97842429,370.9784243
201412010800,-36.95,112.017,7684,-14.57,-9999,-97.2,-9999,12.9,0.58,101.32,-9999,-9999,9.720889877,369.7208899
201412010900,-37.133,111.9,7763,-14.64,-9999,-98.1,-9999,12.8,0.52,101.25,-9999,-9999,8.803294838,368.8032948
201412011000,-37.342,111.767,7443,-14.98,-9999,-97.6,-9999,12.2,0.59,101.28,-9999,-9999,8.022468448,368.0224684
201412011100,-37.5,111.675,7727,-14.44,-9999,-98.1,-9999,12.5,0.59,101.49,-9999,-9999,7.621476235,1.127757286
201412011200,-37.683,111.533,7412,-14.86,-9999,-98.9,-9999,11.7,0.56,101.59,-9999,-9999,6.157312726,366.1573127
201412011300,-37.883,111.4,7399,-14.9,-9999,-102.2,-9999,11.4,0.6,101.67,-9999,-9999,4.378333016,364.378333
201412011400,-38.075,111.275,7016,-15.7,-9999,-104.4,-9999,11.2,0.61,101.73,-9999,-9999,3.999412457,14.03665744
201412011500,-38.267,111.15,7235,-15.28,-9999,-105.4,-9999,11,0.54,101.79,-9999,-9999,2.082162338,20.52444381
201412011600,-38.467,111.017,7371,-15.34,-9999,-104,-9999,10.9,0.58,101.68,-9999,-9999,1.800694311,35.27979787
201412011700,-38.667,110.883,7614,-15.05,-9999,-102.4,-9999,10.8,0.59,101.74,-9999,-9999,2.563201124,32.57501786
201412011800,-38.85,110.758,7374,-15.75,-9999,-103.2,-9999,10.5,0.6,101.63,-9999,-9999,1.417921013,115.4841239
201412011900,-39.05,110.633,-9999,-9999,-9999,-9999,-9999,10.4,0.62,101.56,-9999,-9999,3.871382182,104.9726467
201412012000,-39.233,110.5,6885,-16.44,-9999,-106.7,-9999,11,0.59,101.53,-9999,-9999,4.829958592,93.68269283
201412012100,-39.425,110.367,6650,-16.32,-9999,-106.5,-9999,11.1,0.55,101.5,-9999,-9999,4.268782028,95.37951841
201412012200,-39.617,110.25,7038,-15.78,-9999,-104.1,-9999,11,0.55,101.43,-9999,-9999,5.325044601,121.096497
201412012300,-39.808,110.117,7430,-15.36,-9999,-102,-9999,11,0.6,101.4,-9999,-9999,5.970745347,140.8497829
201412020000,-40,109.983,7306,-15.32,-9999,-104.2,-9999,11.2,0.62,101.38,-9999,-9999,7.14177849,146.4255047
201412020100,-40.15,110,7782,-14.84,-9999,-99.5,-9999,11.8,0.53,101.32,-9999,-9999,7.893719022,155.4525021
201412020200,-40.183,110.017,8844,-14.12,-9999,-94,-9999,11.9,0.61,101.33,-9999,-9999,8.631506242,144.7675365
201412020300,-40.417,110,9021,-13.68,-9999,-93.4,-9999,11.6,0.7,101.23,-9999,-9999,10.97094344,155.2148469
201412020400,-40.642,110,9445,-13.52,-9999,-92.4,-9999,11.9,0.68,101.13,-9999,-9999,10.40862143,157.7023635
201412020500,-40.867,110,9969,-13.06,-9999,-89.7,-9999,13.3,0.66,100.98,-9999,-9999,14.08767192,152.9847419
201412020600,-41.083,109.983,10925,-13.06,-9999,-88.1,-9999,12.9,0.71,100.89,-9999,-9999,13.54194964,151.3197159
201412020700,-41.308,109.983,10562,-12.8,-9999,-88.8,-9999,12,0.8,100.7,-9999,-9999,14.64055327,154.6472162
201412020800,-41.533,110,-9999,-9999,-9999,-9999,-9999,12.3,0.76,100.61,-9999,-9999,14.89088647,150.7368192
201412020900,-41.767,110,10469,-13.33,-9999,-92,-9999,12.6,0.72,100.39,-9999,-9999,14.54114851,152.4349767
201412021000,-41.983,110,10231,-13.16,-9999,-94.3,-9999,11.9,0.76,100.36,-9999,-9999,16.34810387,155.9638233
201412021100,-42.2,109.983,10536,-12.82,-9999,-92.2,-9999,11.8,0.77,100.2,-9999,-9999,17.14346523,156.9991315
201412021200,-42.417,109.983,10975,-12.58,-9999,-90.8,-9999,11.4,0.81,100.09,-9999,-9999,16.9605336,159.2509579
201412021300,-42.65,110,11433,-13.1,-9999,-94.7,-9999,11.2,0.85,99.92,-9999,-9999,18.21318753,159.0620406
201412021400,-42.875,110,11873,-13.22,-9999,-97.8,-9999,10.9,0.89,99.8,-9999,-9999,19.15654718,158.4754117
201412021500,-43.092,110,12007,-13.42,-9999,-96.8,-9999,10.9,0.91,99.64,-9999,-9999,17.73832292,152.6160422
201412021600,-43.317,110,9521,-15.16,-9999,-109.1,-9999,10.2,0.94,99.54,-9999,-9999,12.59921426,62.64361471
201412021700,-43.533,110,7156,-16.94,-9999,-119.7,-9999,8.6,0.81,99.58,-9999,-9999,12.47757989,63.84754725
201412021800,-43.733,110,7345,-16.52,-9999,-117,-9999,9,0.67,99.6,-9999,-9999,11.80259294,59.22114943
201412021900,-43.942,109.983,7451,-16.1,-9999,-115.8,-9999,8.7,0.72,99.67,-9999,-9999,11.5488008,53.8064265
201412022000,-44.133,110,6882,-16.9,-9999,-117.7,-9999,7.9,0.73,99.75,-9999,-9999,12.29549918,52.23690606
201412022100,-44.333,109.983,6571,-17.25,-9999,-121.8,-9999,7.9,0.66,99.87,-9999,-9999,12.44006431,39.78315618
201412022200,-44.533,110,6483,-17.1,-9999,-120.5,-9999,7.6,0.66,100,-9999,-9999,13.14214975,35.1180621
201412022300,-44.75,110,6413,-17.14,-9999,-121.6,-9999,7.4,0.66,100.1,-9999,-9999,13.33606389,39.09709597
201412030000,-44.95,110,6184,-17.4,-9999,-124.5,-9999,6.7,0.65,100.26,-9999,-9999,11.49602105,36.76133451
201412030100,-45.117,110.008,6128,-17.24,-9999,-123.7,-9999,6.8,0.67,100.42,-9999,-9999,10.21642305,40.83365169
201412030200,-45.133,110.05,6161,-17,-9999,-121.7,-9999,6.8,0.62,100.48,-9999,-9999,11.74860843,34.94910327
201412030300,-45.325,110.033,-9999,-9999,-9999,-9999,-9999,6.9,0.64,100.53,-9999,-9999,11.15245713,32.36575909
201412030400,-45.533,110,-9999,-9999,-9999,-9999,-9999,7.2,0.55,100.58,-9999,-9999,11.48714499,41.22467814
201412030500,-45.758,109.983,5643,-16.15,-9999,-115.2,-9999,6.7,0.61,100.6,-9999,-9999,10.82647219,44.36513063
201412030600,-45.975,109.983,5494,-16.08,-9999,-115.7,-9999,7.9,0.57,100.73,-9999,-9999,10.1851755,43.6487216
201412030700,-46.183,110,5638,-16,-9999,-114.3,-9999,6.9,0.58,100.76,-9999,-9999,10.26140829,54.08095575
201412030800,-46.4,110,5689,-15.8,-9999,-113.4,-9999,6.8,0.62,100.81,-9999,-9999,9.414552565,50.17253213
201412030900,-46.617,109.983,5531,-16.06,-9999,-114.9,-9999,6.8,0.62,100.81,-9999,-9999,9.556489941,61.02289892
201412031000,-46.833,109.983,5879,-15.78,-9999,-111.8,-9999,6.8,0.62,100.89,-9999,-9999,9.320048283,72.3253807
201412031100,-47.042,110,5647,-15.78,-9999,-112.3,-9999,6.6,0.65,100.9,-9999,-9999,9.252383477,88.70207041
