%latitude(N)	longtitude(E)	d18-O(‰)	dD(‰)	RH(％)	SST	T air
-15.49	114.35	-10.5662	-78.4301	72	28.5801	26.5
-15.52	114.35	-10.2759	-77.6747	72	28.5553	26.4
-15.53	114.35	-10.5809	-78.1783	71	28.5139	26.4
-15.56	114.34	-10.2808	-77.02	73	28.4633	26.4
-15.59	114.34	-10.4808	-78.5308	72	28.4277	26.3
-16.01	114.33	-9.9773	-75.6603	73	28.4072	26.4
-16.03	114.33	-10.2952	-77.1711	73	28.3956	26.3
-16.05	114.33	-10.0657	-75.761	73	28.3799	26.2
-16.09	114.32	-10.2983	-77.0704	74	28.3685	26.1
-16.1	114.32	-9.8903	-74.8042	73	28.3345	26
-16.13	114.32	-10.2936	-76.5164	74	28.1541	26
-16.15	114.31	-9.7805	-74.9553	74	27.9163	26
-16.17	114.31	-10.0952	-75.4589	74	27.8274	26
-16.2	114.31	-9.9673	-75.8617	74	27.7576	26
-16.24	114.3	-10.0046	-75.0056	75	27.6936	26
-16.25	114.3	-9.8822	-75.1567	75	27.6419	26.1
-16.27	114.29	-10.103	-75.6099	75	27.5897	26
-16.3	114.29	-9.8822	-75.4589	77	27.5443	25.9
-16.32	114.29	-9.9999	-75.056	77	27.506	25.7
-16.34	114.28	-10.0741	-76.0128	76	27.4748	25.7
-16.38	114.28	-9.9077	-75.056	76	27.4409	25.7
-16.39	114.27	-10.0724	-75.8617	76	27.3994	25.7
-16.41	114.27	-10.0999	-76.2143	76	27.3333	25.7
-16.44	114.27	-10.1725	-76.9193	77	27.2788	25.6
-16.46	114.26	-10.0015	-77.3222	76	27.2297	25.6
-16.48	114.26	-10.0674	-76.8186	77	27.1985	25.6
-16.51	114.25	-10.003	-77.0704	77	27.1822	25.5
-16.53	114.25	-9.9622	-76.0128	76	27.1739	25.5
-16.55	114.24	-10.103	-76.6171	76	27.1784	25.5
-16.58	114.24	-10.0657	-76.2646	76	27.1843	25.5
-17	114.23	-9.9108	-76.4661	77	27.1735	25.6
-17.03	114.23	-9.8638	-76.1135	76	27.1419	25.6
-17.05	114.23	-9.8015	-76.315	74	27.0965	25.6
-17.08	114.22	-9.969	-76.7179	73	26.9524	25.8
-17.1	114.22	-9.9951	-76.315	73	26.7979	25.9
-17.13	114.21	-10.1741	-77.574	72	26.6929	26.1
-17.15	114.21	-10.2726	-77.9769	72	26.6395	26.1
-17.18	114.2	-10.3593	-78.6315	72	26.5913	26.3
-17.21	114.2	-10.192	-78.0272	72	26.5578	26.4
-17.23	114.19	-10.1741	-77.7754	72	26.5205	26.5
-17.25	114.19	-10.184	-77.3725	72	26.482	26.4
-17.28	114.19	-10.2061	-77.4733	72	26.4508	26.6
-17.31	114.18	-9.7232	-75.3581	71	26.431	26.6
-17.33	114.18	NaN	NaN	71	26.4204	26.8
-17.35	114.18	NaN	NaN	70	26.4188	26.8
-17.38	114.17	NaN	NaN	70	26.4185	26.9
-17.4	114.17	-9.2474	-84.4733	70	26.4092	26.9
-17.42	114.17	-9.858	-77.8258	70	26.3931	26.9
-17.45	114.16	-11.5255	-82.6603	70	26.3739	26.9
-17.48	114.16	-11.2345	-82.61	70	26.3618	26.9
-17.5	114.16	-10.4485	-80.4445	70	26.3577	26.9
-17.52	114.15	-9.5641	-75.9625	70	26.3591	26.9
-17.55	114.15	-9.0678	-70.8761	70	26.3765	26.8
-17.58	114.14	-8.4251	-65.3869	71	26.3952	26.8
-17.59	114.14	-7.6811	-59.5451	70	26.4207	26.7
-18.02	114.14	-6.7758	-52.8472	71	26.4416	26.7
-18.06	114.13	-5.9294	-45.1925	72	26.4507	26.6
-18.07	114.13	-5.846	-42.2716	71	26.4554	26.6
-18.09	114.13	-7.1708	-50.2285	71	26.4551	26.6
-18.11	114.12	-8.5216	-58.0343	71	26.4594	26.5
-18.14	114.12	-9.1357	-63.0703	73	26.472	26.5
-18.16	114.12	-9.4172	-65.6387	72	26.4925	26.5
-18.2	114.11	-8.8732	-62.5163	72	26.5051	26.4
-18.21	114.11	-8.4534	-59.6962	73	26.5128	26.4
-18.23	114.1	-8.9073	-62.3653	73	26.5319	26.4
-18.26	114.1	-8.7886	-62.2142	72	26.5525	26.4
-18.28	114.09	-8.955	-62.8689	73	26.5662	26.5
-18.3	114.09	-9.2379	-63.9768	72	26.564	26.5
-18.33	114.08	-9.0163	-62.6926	73	26.5604	26.3
-18.36	114.08	NaN	NaN	73	26.554	26.3
-18.37	114.08	NaN	NaN	74	26.5456	26.3
-18.4	114.07	NaN	NaN	73	26.5286	26.2
-18.42	114.07	NaN	NaN	73	26.4964	26.2
-18.45	114.07	NaN	NaN	72	26.4524	26.2
-18.47	114.06	-8.0005	-86.8402	73	26.4098	26.2
-18.49	114.06	-8.2688	-79.7395	73	26.3571	26.2
-18.52	114.05	-8.957	-74.8545	72	26.2504	26.2
-18.54	114.05	-9.7805	-75.5596	71	26.1542	26.2
-18.57	114.04	-10.1658	-75.3078	71	26.1081	26.1
-18.59	114.04	-10.0839	-73.797	71	26.0653	26
-19.01	114.03	-10.4727	-75.8617	71	26.028	26
-19.04	114.03	-10.6528	-75.8617	70	25.9816	26
-19.06	114.03	-10.5728	-76.5164	71	25.9388	26
-19.09	114.02	-10.284	-75.2071	71	25.8798	25.9
-19.11	114.02	-10.0888	-74.1495	71	25.8562	26.1
-19.13	114.01	-9.8983	-73.3437	71	25.8901	26.1
-19.16	114.01	-9.7967	-73.1423	72	25.953	26
-19.18	114.01	-9.8838	-73.6963	71	26.0294	26
-19.2	114	-10.3593	-76.1135	72	26.096	26
-19.22	113.6	-10.646	-78.6819	72	26.1414	25.9
-19.25	113.59	-10.5527	-78.7323	73	26.1742	25.8
-19.27	113.59	-10.6562	-79.1855	73	26.1864	25.8
-19.3	113.59	-10.1419	-76.8186	74	26.1953	25.8
-19.32	113.58	-8.4253	-66.4948	74	26.1987	25.8
-19.34	113.58	-7.7764	-59.5451	73	26.1893	25.8
-19.37	113.57	-7.5304	-55.2141	73	26.1662	25.8
-19.39	113.57	-7.7752	-54.0559	73	26.1472	25.8
-19.41	113.56	-9.4384	-68.4588	74	26.138	25.8
-19.45	113.56	-9.3385	-69.5164	74	26.0915	25.6
-19.46	113.56	-9.2371	-69.4157	75	26.0585	25.7
-19.49	113.55	-9.2371	-69.2142	76	25.9924	25.6
-19.51	113.55	-9.2356	-69.2646	76	25.9574	25.5
-19.54	113.54	-9.2356	-69.1639	76	25.9484	25.5
-19.56	113.54	-9.1387	-69.1135	77	25.9233	25.4
-19.59	113.54	-9.2386	-69.1639	77	25.8739	25.4
-20.01	113.53	-9.2386	-69.1639	77	25.8592	25.3
-20.04	113.53	-9.2401	-69.1135	77	25.8386	25.3
-20.06	113.53	-9.2386	-69.2646	77	25.7457	25.2
-20.08	113.52	-9.2386	-69.2646	78	25.5637	25.2
-20.11	113.52	-9.2371	-69.2142	78	25.4994	25.1
-20.13	113.51	-9.2371	-69.2142	77	25.4707	25.1
-20.16	113.51	-9.2401	-69.3149	76	25.4601	25.2
-20.18	113.5	-9.2401	-69.0128	76	25.4686	25.3
-20.21	113.5	-9.1401	-68.9624	75	25.4945	25.3
-20.24	113.49	-9.2356	-69.1639	76	25.551	25.3
-20.26	113.49	-9.2341	-69.1135	76	25.6044	25.3
-20.28	113.49	-9.1342	-68.9624	75	25.668	25.2
-20.31	113.48	-9.1357	-69.0128	76	25.749	25.2
-20.33	113.48	-9.0191	-68.8617	76	25.8126	25.2
-20.36	113.48	-9.0372	-69.0128	76	25.8968	25.1
-20.39	113.47	-9.0357	-68.9624	75	25.9944	25
-20.41	113.47	-9.1342	-69.0631	74	26.0446	25.1
-20.44	113.46	-9.0342	-68.8113	74	25.9978	25.1
-20.45	113.46	-9.0297	-68.761	73	25.9232	25.1
-20.48	113.46	-9.0297	-68.761	73	25.8761	25.1
-20.5	113.45	-9.125	-68.761	71	25.8462	25.1
-20.53	113.45	-9.2172	-68.761	70	25.8495	25.2
-20.55	113.44	-9.2125	-68.6099	70	25.8685	25.2
-20.6	113.44	-9.2078	-68.6603	69	25.8854	25.2
-20.6	113.43	-9.2062	-68.7106	70	25.8784	25.2
-21.02	113.43	-9.2014	-68.6603	70	25.844	25.2
-21.05	113.43	-9.1981	-68.761	70	25.7812	25
-21.07	113.42	-9.0997	-68.761	72	25.7369	25
-21.09	113.42	-9.0981	-68.7106	71	25.7067	24.8
-21.12	113.42	-9.0965	-68.761	72	25.6773	24.8
-21.14	113.41	-9.0981	-68.9121	72	25.6476	24.7
-21.17	113.41	-9.0948	-68.7106	73	25.6216	24.6
-21.19	113.4	-9.0948	-68.6099	73	25.5902	24.4
-21.21	113.4	-9.0932	-68.761	74	25.5515	24.3
-21.23	113.4	-9.0932	-68.8617	73	25.4365	24.1
-21.26	113.39	-9.1899	-68.8113	75	25.2029	24
-21.28	113.39	-9.1883	-68.9624	74	24.9923	24
-21.3	113.38	-9.1866	-69.0128	75	24.7431	23.9
-21.32	113.38	-9.1866	-68.9121	76	24.6244	23.7
-21.35	113.38	-9.2817	-69.1135	74	24.5692	23.6
-21.38	113.37	-9.28	-68.9624	75	24.5398	23.6
-21.39	113.37	-9.1833	-69.0128	74	24.5197	23.6
-21.41	113.36	-9.28	-69.0631	74	24.5099	23.6
-21.44	113.36	-9.28	-69.0631	74	24.5117	23.5
-21.46	113.36	-9.2766	-69.1639	76	24.5186	23.5
-21.49	113.35	-9.3717	-69.1639	75	24.5222	23.2
-21.5	113.35	-9.37	-69.2142	76	24.4932	23.2
-21.53	113.35	-9.275	-69.4157	76	24.3371	23.3
-21.55	113.34	-9.275	-69.5164	76	24.2435	23.2
-21.57	113.34	-9.275	-69.6171	75	24.1978	23.3
-21.6	113.33	-9.275	-69.4157	72	24.1768	23.2
-22.02	113.33	-9.3717	-69.5667	72	24.1448	23.2
-22.04	113.33	-9.4632	-69.3653	71	24.0751	23.1
-22.07	113.32	-9.5546	-69.3653	71	24.0203	23
-22.09	113.32	-9.5511	-69.466	71	24.0138	23.1
-22.1	113.31	-9.5476	-69.3653	70	24.0221	22.9
-22.13	113.31	-9.4456	-69.466	72	24.0496	23
-22.15	113.31	-9.4437	-69.5164	71	24.0864	22.9
-22.17	113.3	-9.4401	-69.5164	72	24.1076	22.9
-22.19	113.3	-9.4383	-69.5667	71	24.1103	22.8
-22.21	113.3	-9.5331	-69.5667	72	24.107	22.8
-22.23	113.29	-9.5312	-69.6171	70	24.1052	22.8
-22.25	113.29	-9.5294	-69.6675	68	24.1026	22.8
-22.28	113.29	-9.5294	-69.466	67	24.1003	22.7
-22.3	113.28	-9.624	-69.5667	67	24.0984	22.8
-22.34	113.28	-9.6165	-69.466	65	24.0993	22.7
-22.34	113.28	-9.7092	-69.4157	67	24.1079	22.8
-22.37	113.27	-9.7073	-69.466	65	24.1228	22.8
-22.39	113.27	-9.6995	-69.3653	64	24.1418	22.8
-22.41	113.27	-9.7959	-69.3149	64	24.1666	22.7
-22.43	113.26	-9.6935	-69.4157	64	24.1948	22.7
-22.47	113.26	-9.7899	-69.466	62	24.2232	22.8
-22.48	113.26	-9.7899	-69.3653	63	24.2363	22.8
-22.5	113.25	-9.7879	-69.3149	63	24.2139	22.8
-22.52	113.25	-9.7859	-69.0631	62	24.1493	22.9
-22.55	113.24	-9.7859	-69.0631	62	24.052	23
-22.57	113.24	-9.7859	-68.9624	58	23.9082	23
-22.59	113.23	-9.7859	-68.5595	58	23.776	23
-23.01	113.23	-9.8783	-68.3077	58	23.7062	23.1
-23.03	113.22	-9.9746	-68.2574	57	23.6774	23
-23.06	113.22	-9.9767	-67.4013	55	23.6633	23
-23.08	113.21	-9.8679	-67.2502	58	23.6807	23.1
-23.1	113.21	-9.8574	-67.502	56	23.7138	23.2
-23.13	113.21	-9.7568	-67.4516	55	23.7486	23.4
-23.15	113.2	-9.7632	-66.5955	56	23.7698	23.5
-23.17	113.2	-9.6711	-65.5379	57	23.7817	23.5
-23.19	113.2	-9.7653	-65.0343	58	23.8007	23.4
-23.21	113.2	-9.7632	-65.0847	60	23.8119	23.4
-23.24	113.19	-9.7632	-65.3869	61	23.809	23.3
-23.26	113.19	-9.8595	-65.5379	60	23.7946	23.5
-23.28	113.19	-9.8637	-65.9408	61	23.7859	23.4
-23.3	113.18	-9.8721	-65.9408	64	23.7829	23.3
-23.33	113.18	-9.9643	-66.9984	64	23.7768	23.4
-23.35	113.18	-9.9643	-68.9121	64	23.7568	23.3
-23.38	113.17	-9.9726	-69.3149	66	23.7189	23.3
-23.39	113.17	-10.0812	-69.1639	64	23.5064	23.3
-23.41	113.16	-10.1935	-67.7034	66	23.3954	23.5
-23.43	113.16	-9.9002	-67.7538	65	23.3833	23.4
-23.46	113.15	-9.8983	-67.9049	67	23.3752	23.3
-23.48	113.15	-9.8963	-69.0631	67	23.3348	23.1
-23.5	113.15	-9.8943	-69.7178	68	23.2596	23
-23.54	113.14	-9.9888	-70.4229	66	23.158	23
-23.54	113.14	-10.0931	-70.6747	68	23.1163	22.9
-23.56	113.13	-9.9947	-70.8761	69	23.0966	22.8
-23.59	113.13	-10.0912	-71.2286	70	23.0731	22.7
-24.01	113.12	-10.0006	-71.0272	70	23.0509	22.7
-24.03	113.12	-9.9195	-70.895	68	23.0466	22.6
-24.05	113.11	NaN	NaN	68	23.0462	22.7
-24.07	113.11	NaN	NaN	67	23.0693	22.6
-24.09	113.1	NaN	NaN	64	23.0993	23
-24.12	113.1	NaN	NaN	64	23.1125	23.3
-24.14	113.09	NaN	NaN	65	23.1077	23.1
-24.16	113.09	NaN	NaN	67	23.0975	23.2
-24.19	113.08	NaN	NaN	67	23.0675	23.4
-24.2	113.08	NaN	NaN	66	23.0391	23.4
-24.23	113.07	NaN	NaN	68	23.0206	23.7
-24.25	113.06	NaN	NaN	67	23.0083	23.4
-24.27	113.06	NaN	NaN	65	22.9767	23.7
-24.3	113.05	NaN	NaN	64	22.9545	23.7
-24.32	113.05	NaN	NaN	65	22.9098	23.9
-24.34	113.04	NaN	NaN	65	22.8643	23.9
-24.36	113.04	NaN	NaN	63	22.8461	24
-24.39	113.03	NaN	NaN	62	22.8491	24.1
-24.42	113.02	NaN	NaN	64	22.8356	24
-24.43	113.02	NaN	NaN	67	22.8013	23.7
-24.47	113.01	NaN	NaN	68	22.749	23.4
-24.48	113.01	NaN	NaN	69	22.6924	23.4
-24.5	113	NaN	NaN	71	22.6572	23.3
-24.52	112.6	NaN	NaN	71	22.6424	23.2
-24.55	112.59	NaN	NaN	71	22.6357	23
-24.57	112.58	NaN	NaN	70	22.6238	23
-24.59	112.58	-13.9246	-107.3367	71	22.6188	22.8
-25.01	112.57	-13.43	-101.2432	70	22.576	22.7
-25.04	112.56	-11.2374	-98.7755	71	22.5303	22.6
-25.06	112.56	-10.6677	-95.2503	70	22.5192	22.7
-25.08	112.55	-10.7721	-92.3798	70	22.5217	22.5
-25.1	112.55	-10.8765	-90.1136	71	22.5374	22.5
-25.12	112.54	-10.8765	-88.5021	71	22.5639	22.4
-25.14	112.54	-10.7821	-87.2935	71	22.5724	22.3
-25.17	112.53	-10.6856	-86.4373	71	22.5519	22.3
-25.19	112.52	-10.5891	-85.6819	71	22.5361	22.1
-25.21	112.52	-10.5852	-89.7107	71	22.5367	22
-25.23	112.51	-10.4868	-85.0776	73	22.5632	21.9
-25.25	112.5	-10.4888	-83.9193	72	22.5923	21.7
-25.27	112.5	-10.2939	-83.7683	73	22.5934	21.7
-25.29	112.49	-10.2919	-83.1136	72	22.5677	21.6
-25.31	112.49	-10.1935	-82.9121	71	22.5576	21.7
-25.34	112.48	-10.1916	-82.5596	70	22.5722	21.6
-25.36	112.48	-10.286	-82.1567	70	22.6182	21.6
-25.38	112.48	-10.28	-81.8042	70	22.6397	21.6
-25.4	112.48	-10.278	-81.7539	70	22.6778	21.5
-25.42	112.48	-10.278	-81.4517	69	22.7268	21.6
-25.44	112.48	-10.1796	-81.1495	68	22.7853	21.6
-25.46	112.48	-10.276	-80.6963	69	22.7861	21.5
-25.48	112.48	-10.2719	-80.2934	71	22.7907	21.5
-25.51	112.48	-10.1715	-79.9409	68	22.8238	21.4
-25.53	112.49	-10.1715	-79.7395	68	22.8657	21.6
-25.55	112.49	-10.1715	-79.3366	68	22.9222	21.5
-25.57	112.49	-10.1653	-79.0848	67	22.9571	21.4
-25.59	112.49	-10.2595	-78.7826	69	22.9538	21.4
-26.01	112.49	-10.2595	-78.5812	68	22.8615	21.3
-26.04	112.49	-10.2574	-78.4301	71	22.8059	21.2
-26.06	112.49	-10.2595	-78.1783	69	22.7862	21
-26.08	112.5	-10.3558	-78.0272	69	22.8065	21
-26.1	112.5	-10.3579	-77.7754	70	22.8452	21
-26.13	112.5	-10.2595	-77.574	68	22.8131	21
-26.14	112.5	-10.2595	-77.4733	70	22.7098	20.9
-26.17	112.51	-10.3558	-77.5236	69	22.6424	20.9
-26.19	112.52	-10.3516	-77.3222	68	22.5955	20.8
-26.21	112.53	-10.2532	-77.2215	69	22.5699	20.8
-26.23	112.54	-10.2553	-77.1711	69	22.5223	20.8
-26.25	112.55	-10.2553	-76.9697	71	22.4653	20.8
-26.27	112.56	-10.2553	-76.5668	72	22.4288	20.8
-26.29	112.58	-10.2553	-76.0632	72	22.4037	20.8
-26.31	112.59	-10.2574	-76.1135	70	22.3672	20.6
-26.33	112.6	-10.2574	-75.9121	71	22.3238	20.5
-26.35	113.01	-10.2574	-75.8114	72	22.3044	20.5
-26.37	113.02	-10.2553	-75.6603	71	22.2902	20.4
-26.39	113.03	-10.3516	-75.7107	72	22.2735	20.4
-26.42	113.05	-10.2553	-75.4589	71	22.248	20.3
-26.43	113.05	-10.1548	-75.4085	71	22.192	20.3
-26.45	113.06	-10.2553	-75.2574	72	22.1496	20.3
-26.47	113.07	-10.2532	-75.1063	72	22.1246	20.2
-26.49	113.09	-10.2532	-75.1063	73	22.1352	20.4
-26.52	113.1	-10.2532	-75.0056	73	22.1655	20.1
-26.53	113.11	-10.2511	-74.8545	71	22.1972	20
-26.55	113.12	-10.2511	-74.8545	72	22.2079	20.1
-26.57	113.13	-10.2511	-74.6531	73	22.192	20
-26.59	113.15	-10.2489	-74.502	71	22.1713	19.9
-27.01	113.16	-10.1548	-74.4013	72	22.1472	19.9
-27.03	113.17	-10.2489	-74.4013	71	22.1056	19.8
-27.06	113.18	-10.343	-74.1999	71	22.057	19.7
-27.07	113.19	-10.3409	-74.1495	72	22.0371	19.8
-27.09	113.2	-10.4349	-74.0488	71	22.0202	19.7
-27.11	113.21	-10.4327	-73.8977	70	21.9905	19.6
-27.13	113.22	-10.4327	-73.9984	70	21.9499	19.6
-27.15	113.24	-10.4283	-73.797	70	21.9153	19.6
-27.19	113.25	-10.5245	-73.7466	71	21.8934	19.6
-27.19	113.26	-10.52	-73.6459	70	21.8768	19.5
-27.21	113.27	-10.5177	-73.5955	69	21.8454	19.4
-27.23	113.28	-10.4215	-73.4445	70	21.8037	19.4
-27.26	113.29	-10.4193	-73.4948	70	21.7647	19.4
-27.28	113.31	-10.417	-73.4445	71	21.7388	19.4
-27.3	113.32	-10.417	-73.3437	70	21.7252	19.4
-27.32	113.33	-10.417	-73.243	69	21.7096	19.4
-27.34	113.34	-10.5131	-73.1927	70	21.6817	19.4
-27.36	113.35	-10.5108	-73.1423	69	21.6745	19.3
-27.38	113.36	-10.5085	-73.0919	68	21.6764	19.3
-27.4	113.38	-10.5108	-72.8401	69	21.6483	19.2
-27.42	113.39	-10.6046	-72.8401	69	21.6121	19.2
-27.44	113.4	-10.6023	-72.6891	70	21.5929	19.2
-27.46	113.41	-10.5999	-72.538	70	21.6023	19.2
-27.49	113.42	-10.6023	-72.5883	69	21.6338	19.2
-27.51	113.44	-10.6023	-72.5883	71	21.668	19.3
-27.53	113.45	-10.6984	-72.538	69	21.6773	19.3
-27.55	113.46	-10.6984	-72.3365	70	21.6692	19.3
-27.57	113.47	-10.6023	-72.1855	70	21.6586	19.4
-27.59	113.48	-10.7007	-72.1855	68	21.6494	19.5
-28.01	113.49	-10.703	-72.0344	69	21.6435	19.6
-28.03	113.51	-10.6069	-71.984	67	21.6391	19.7
-28.05	113.52	-10.6092	-71.8329	67	21.6324	19.8
-28.08	113.53	-10.7054	-71.4804	66	21.6192	19.8
-28.1	113.54	-10.7054	-71.5811	66	21.6054	19.9
-28.12	113.56	-10.7054	-71.279	66	21.5945	20
-28.14	113.57	-10.7077	-71.1279	64	21.5915	20.1
-28.16	113.58	-10.7054	-71.1783	64	21.5853	20.2
-28.18	113.59	-10.7054	-70.8761	68	21.5767	20.1
-28.2	114	-10.703	-70.5236	69	21.5682	20
-28.22	114.02	-10.8015	-70.2214	69	21.5604	20
-28.25	114.03	-10.52	-70.1207	69	21.5519	20
-28.27	114.04	-10.5267	-69.7682	69	21.5386	19.9
-28.29	114.05	-10.5267	-69.6675	68	21.5178	19.9
-28.31	114.07	-10.5245	-69.5164	68	21.4937	19.9
-28.33	114.08	-10.52	-69.5164	68	21.4696	19.9
-28.36	114.1	-10.6161	-69.3653	67	21.4468	19.9
-28.38	114.11	-10.6138	-69.4157	68	21.4267	19.9
-28.4	114.12	-10.6092	-69.8185	68	21.404	20
-28.42	114.13	-10.7077	-70.725	67	21.387	20.1
-28.44	114.14	-10.7145	-70.1711	67	21.378	20.1
-28.46	114.16	-10.7213	-69.1135	66	21.3786	20.2
-28.49	114.17	-10.7213	-68.207	65	21.3862	20.3
-28.51	114.18	-10.6138	-68.8113	65	21.402	20.4
-28.53	114.19	-10.6161	-68.9624	65	21.413	20.4
-28.55	114.21	-10.5245	-68.7106	65	21.4189	20.5
-28.57	114.22	-10.4283	-68.8617	64	21.4261	20.6
-28.6	114.23	-10.4371	-68.3581	63	21.4413	20.7
-29.02	114.24	-10.4349	-67.6027	61	21.4666	20.8
-29.04	114.25	-10.3254	-67.2502	60	21.511	20.9
-29.06	114.26	-10.3186	-67.1998	61	21.5628	20.9
-29.09	114.28	-10.3117	-66.7466	61	21.6031	21
-29.11	114.29	-10.4101	-66.4444	60	21.6425	20.9
-29.14	114.31	-10.5015	-65.8905	60	21.6938	21
-29.15	114.31	-10.4968	-66.0919	61	21.7465	20.9
-29.17	114.33	-10.4968	-65.8905	60	21.7808	20.8
-29.2	114.34	-10.5904	-65.8905	61	21.7912	20.7
-29.22	114.35	-10.5904	-66.0919	61	21.7941	20.7
-29.24	114.36	-10.7849	-66.1423	61	21.797	20.6
-29.26	114.38	-10.7849	-66.5451	61	21.7938	20.6
-29.29	114.39	-10.9793	-66.7969	59	21.7893	20.6
-29.31	114.4	-11.0728	-67.0991	60	21.7835	20.6
-29.33	114.4	-11.1688	-67.3509	59	21.7724	20.4
-29.35	114.41	-11.2598	-67.7034	59	21.7629	20.4
-29.38	114.41	-11.4388	-68.761	58	21.7592	20.4
-29.41	114.41	-11.4362	-69.7178	58	21.7593	20.3
-29.42	114.41	-11.5346	-70.02	61	21.7678	20.3
-29.45	114.42	-11.633	-70.4229	58	21.7897	20.3
-29.47	114.42	-11.6304	-70.8761	59	21.8186	20.2
-29.5	114.42	-11.6356	-71.1783	59	21.8309	20.2
-29.52	114.43	-11.7314	-71.3293	58	21.8309	20.1
-29.55	114.43	-11.7288	-71.6819	56	21.8241	20.1
-29.58	114.43	-11.8246	-71.8329	55	21.8186	20.1
-29.59	114.44	-11.923	-71.9337	56	21.8271	20.1
-30.02	114.44	-12.0134	-72.2862	56	21.8336	20.1
-30.04	114.44	-12.1064	-72.2862	57	21.8344	19.9
-30.07	114.45	-12.0107	-72.7394	60	21.8396	19.8
-30.1	114.45	-12.008	-72.8905	60	21.8374	19.6
-30.12	114.45	-11.923	-73.3437	61	21.8255	19.6
-30.14	114.46	-11.923	-73.4445	59	21.8304	19.5
-30.17	114.46	-11.9256	-73.4948	62	21.8265	19.5
-30.19	114.46	-11.923	-73.5452	58	21.8175	19.5
-30.22	114.47	-12.0214	-73.4445	60	21.7951	19.4
-30.24	114.47	-12.1145	-73.4445	55	21.7649	19.4
-30.27	114.47	-12.1145	-73.5452	57	21.7026	19.5
-30.29	114.47	-12.2103	-73.4948	56	21.61	19.4
-30.32	114.48	-12.1064	-73.5955	58	21.5338	19.4
-30.34	114.48	-12.1037	-73.8473	55	21.4793	19.3
-30.37	114.48	-12.0053	-73.7466	52	21.4551	19.3
-30.4	114.49	-12.1911	-73.6459	55	21.4429	19
-30.41	114.49	-12.2724	-73.6459	57	21.4411	18.9
-30.44	114.49	-12.171	-73.6963	59	21.4392	18.8
-30.46	114.5	-11.9829	-74.2502	62	21.4381	18.7
-30.49	114.5	-11.7946	-74.4013	62	21.4323	18.7
-30.51	114.51	-11.8002	-74.502	63	21.4248	18.6
-30.54	114.52	-11.8057	-74.502	63	21.3972	18.6
-30.55	114.53	-11.8139	-74.5524	64	21.3386	18.6
-30.58	114.54	-11.8166	-74.6027	64	21.3529	18.6
-30.6	114.55	-11.9177	-74.4517	64	21.4161	18.7
-31.02	114.57	-11.8219	-74.502	63	21.4827	18.7
-31.04	114.58	-11.923	-74.3509	64	21.5329	18.7
-31.07	114.59	-11.923	-74.3509	63	21.5675	18.7
-31.09	115	-11.9283	-74.2502	63	21.5803	18.8
-31.11	115.01	-11.9283	-74.2502	64	21.557	18.7
-31.13	115.03	-11.8325	-74.502	65	21.5211	18.8
-31.15	115.04	-11.835	-74.4517	65	21.5232	18.7
-31.18	115.05	-11.8376	-74.502	65	21.4606	18.8
-31.2	115.06	-11.7469	-74.6531	65	21.3738	18.8
-31.22	115.07	-11.6484	-74.6531	65	21.3545	18.8
-31.24	115.08	-11.7494	-74.6027	65	21.3328	18.7
-31.26	115.09	-11.7494	-74.8042	65	21.3101	18.7
-31.29	115.11	-11.7469	-74.7538	65	21.3026	18.8
-31.31	115.12	-11.7469	-74.8545	65	21.2896	18.8
-31.34	115.13	-11.7469	-74.9553	66	21.2691	18.7
-31.36	115.14	-11.651	-75.2071	65	21.2434	18.7
-31.38	115.15	-11.651	-75.2071	64	21.2265	18.7
-31.41	115.17	-11.7494	-75.5092	66	21.2147	18.8
-31.43	115.18	-11.6535	-75.6603	65	21.2059	18.8
-31.45	115.19	-11.656	-75.9121	66	21.1763	18.8
-31.48	115.24	-11.656	-76.0128	66	21.1011	18.9
-31.48	115.24	-11.6584	-76.3653	66	21.0279	18.9
-31.5	115.27	-11.6584	-76.3653	67	20.9824	18.8
-31.5	115.28	-11.6584	-76.3653	67	20.9543	18.8
-31.51	115.3	-11.6584	-76.4661	67	20.9522	18.8
-31.53	115.32	-11.6609	-76.5164	69	20.9776	18.9
-31.56	115.37	-11.5674	-76.7179	70	20.9914	18.8
-31.56	115.37	-11.5698	-76.7682	69	20.9255	18.8
-31.57	115.39	-11.5698	-76.5668	70	20.7932	18.8
-31.58	115.41	-11.5698	-76.6675	70	20.7318	18.8
-31.59	115.42	-11.4714	-76.7682	70	20.6914	18.9
-32.02	115.42	-11.5698	-76.8689	71	20.6585	19
-32.02	115.41	-11.4786	-76.8186	71	20.6362	18.9
-32.02	115.4	-11.3849	-76.9193	71	20.6175	18.9
-32.02	115.4	-11.2889	-76.6675	71	20.5934	19
-32.02	115.4	-11.3873	-76.5668	71	20.5819	19.1
-32.02	115.4	-11.2936	-76.4661	72	20.5791	19.1
-32.02	115.4	-11.1975	-76.6171	73	20.5838	19.2
-32.02	115.4	-11.1975	-76.5164	72	20.5848	19.1
-32.02	115.4	-11.1013	-76.5668	73	20.5808	19.1
-32.02	115.4	-11.1998	-76.6675	72	20.5789	19.1
-32.02	115.4	-11.1013	-76.7682	72	20.5626	19.1
-32.02	115.4	-11.1013	-76.8689	72	20.566	19.2
-32.02	115.4	-11.1013	-76.7682	72	20.5577	19.3
-32.02	115.4	-11.0075	-76.8689	72	20.5431	19.3
